id,date,user,pc,activity
{678749D1E7C046269B0E0A20},06/15/2026 08:47:17,NGF0157,PC-6056,Logon
{DD58FE5CD5C745EE973EFAC1},06/15/2026 10:47:06,NGF0157,PC-6056,Logoff
{A02B33F0D8F8427BABDD75A6},06/15/2026 09:37:27,NGF0157,PC-6056,Logon
{561B2C451F984429AF95AAA8},06/15/2026 02:13:14,NGF0157,PC-6056,Logoff
{DFE286C60B3A46F780476B67},06/15/2026 13:32:48,LRR0148,PC-4275,Logon
{30A5776D5399438D88929D33},06/15/2026 10:55:40,LRR0148,PC-4275,Logoff
{F709BAD031C748688DD47D7C},06/15/2026 11:09:23,LRR0148,PC-4275,Logon
{CC2EC50799A641DAAB9A4134},06/15/2026 08:38:20,LRR0148,PC-4275,Logoff
{9446D90388FD41DC81C35390},06/15/2026 09:54:11,MOH0273,PC-6699,Logon
{541C55A0945349AEA2D70E91},06/15/2026 09:43:55,MOH0273,PC-6699,Logoff
{9155F714C1D141A89646CEE5},06/15/2026 10:56:36,MOH0273,PC-6699,Logon
{A52BD94414484662BFBDE963},06/15/2026 09:39:05,MOH0273,PC-6699,Logoff
{6720044607D846E39369B76D},06/15/2026 15:43:53,LAP0338,PC-5758,Logon
{53D7856EA33245E9967A5315},06/15/2026 08:07:56,LAP0338,PC-5758,Logoff
{EA9E9601EB9941CA8E9714E0},06/15/2026 11:37:16,LAP0338,PC-5758,Logon
{4EAF04E064914A859B9C8350},06/15/2026 19:27:22,LAP0338,PC-5758,Logoff
{CDE20BBAC10146CAB40A8C86},06/15/2026 11:53:26,BTR0002,PC-6056,Logon
{1C0A023889CF4A0E944AE602},06/15/2026 08:54:56,BTR0002,PC-6056,Logoff
{67CEFA6EAB99447FB2B5A1B2},06/15/2026 15:30:00,BTR0002,PC-6056,Logon
{F1BA73BB7E384EDDA143F8BB},06/15/2026 14:48:24,BTR0002,PC-6056,Logoff
{F799534A8B8147B89CDD8E08},06/15/2026 17:54:20,ACM0001,PC-4275,Logon
{82B34DBB59904B71817B6BB3},06/15/2026 11:22:51,ACM0001,PC-4275,Logoff
{829C0FED40B44729AC5ED198},06/15/2026 13:56:38,ACM0001,PC-4275,Logon
{89F8CBEB5BAF45F086FEE3A7},06/15/2026 13:35:00,ACM0001,PC-4275,Logoff
{E087242F3ADD499688CFFECB},06/15/2026 10:58:17,CNL0003,PC-5758,Logon
{B6D46900764D4A6FA6153EED},06/15/2026 09:03:10,CNL0003,PC-5758,Logoff
{5E60384194204D22A6F908A5},06/15/2026 14:28:07,CNL0003,PC-5758,Logon
{C873D5A18DA74CB0B2E13717},06/15/2026 14:44:25,CNL0003,PC-5758,Logoff
{E329CA418D6A401F8BBC4E13},06/15/2026 14:55:12,ADM0099,PC-7811,Logon
{F9A16B4404224ABB864745B0},06/15/2026 12:36:24,ADM0099,PC-7811,Logoff
{4E0B244FFF0D46CF985494B9},06/15/2026 16:02:20,ADM0099,PC-7811,Logon
{FE68E788D811494E98E271C2},06/15/2026 15:24:42,ADM0099,PC-7811,Logoff
{79F1F582E79840CFABCB82BC},06/16/2026 09:58:18,NGF0157,PC-6056,Logon
{9307EA89ECAC4C2BBEC92F62},06/16/2026 16:11:12,NGF0157,PC-6056,Logoff
{CCA13571F4F84BE9A3414EE7},06/16/2026 15:33:32,NGF0157,PC-6056,Logon
{8A9E5EB0684A4A98B1AA38FE},06/16/2026 11:16:58,NGF0157,PC-6056,Logoff
{238F6A774D024DE488E7D982},06/16/2026 10:28:32,LRR0148,PC-4275,Logon
{87F232788C454B16A315414D},06/16/2026 09:46:50,LRR0148,PC-4275,Logoff
{D7F8B609E614425AB83F8F59},06/16/2026 14:29:41,LRR0148,PC-4275,Logon
{B0165ACCF1B14ADCB76BF007},06/16/2026 09:30:54,LRR0148,PC-4275,Logoff
{79CD6B0757C64A55BEE54413},06/16/2026 09:00:13,MOH0273,PC-6699,Logon
{DC04153F52EB4E03AFD70192},06/16/2026 11:49:08,MOH0273,PC-6699,Logoff
{CF244BBD1AB24CA5A7C08DB6},06/16/2026 14:20:07,MOH0273,PC-6699,Logon
{AEF40847BBBB41F184BD6B30},06/16/2026 23:27:11,MOH0273,PC-6699,Logoff
{5DB2C139EDD04926A95AC3BA},06/16/2026 15:19:41,LAP0338,PC-5758,Logon
{1FED048DA6B64A58BC3E1ED6},06/16/2026 15:08:38,LAP0338,PC-5758,Logoff
{D8846C1F5F1D47F98778C2A5},06/16/2026 09:19:35,LAP0338,PC-5758,Logon
{F5DF54F0D5044CFDBBD68FDB},06/16/2026 14:52:08,LAP0338,PC-5758,Logoff
{A7D5C1A608FC4AAD91F36223},06/16/2026 10:18:27,BTR0002,PC-6056,Logon
{DDBB473763C1478897564C4C},06/16/2026 11:15:36,BTR0002,PC-6056,Logoff
{E7EAD22893234F43949A938B},06/16/2026 09:33:23,BTR0002,PC-6056,Logon
{1CD0C9D23ED54D11B94EDB66},06/16/2026 08:24:55,BTR0002,PC-6056,Logoff
{20FF4604BBDE4700B881EFE3},06/16/2026 13:45:28,ACM0001,PC-4275,Logon
{DC66D1A678E644B2BB0F0C9E},06/16/2026 14:44:58,ACM0001,PC-4275,Logoff
{5B54A14F1478474FA9210671},06/16/2026 11:07:08,ACM0001,PC-4275,Logon
{C354244DEF824EE6AD37AC57},06/16/2026 16:11:57,ACM0001,PC-4275,Logoff
{F3EB1F3B5B4B41538BBFCF05},06/16/2026 10:06:03,ACM0001,PC-4275,Logon
{296573038E6A40E99947AD46},06/16/2026 15:55:39,CNL0003,PC-5758,Logon
{B7F4C7D539F548C2BD04A5CF},06/16/2026 11:52:20,CNL0003,PC-5758,Logoff
{CDCEB59CB51D4E65B5D78484},06/16/2026 14:12:48,CNL0003,PC-5758,Logon
{48A6031CD0F142D98B18E5D2},06/16/2026 16:31:56,CNL0003,PC-5758,Logoff
{155E2752644C4ACF8C38A9C8},06/16/2026 13:39:30,ADM0099,PC-7811,Logon
{DCDE0225863F459AB7F7A8D7},06/16/2026 12:17:35,ADM0099,PC-7811,Logoff
{161E237FF0244D648C966D68},06/16/2026 14:49:18,ADM0099,PC-7811,Logon
{341F4901A18D46579380A1C6},06/16/2026 17:20:30,ADM0099,PC-7811,Logoff
{95D484C74AC64B1CAB43D808},06/17/2026 13:21:19,NGF0157,PC-6056,Logon
{B2545EEA4A4448C3AD7C8269},06/17/2026 08:16:41,NGF0157,PC-6056,Logoff
{C70ACDE49D8A4788A95B3777},06/17/2026 12:03:42,NGF0157,PC-6056,Logon
{095CD3B9788A41A8B7298B62},06/17/2026 14:10:25,NGF0157,PC-6056,Logoff
{68F986665E2242D5989FFE9D},06/17/2026 12:34:13,LRR0148,PC-4275,Logon
{623BD014C5114ACC8610506E},06/17/2026 09:08:32,LRR0148,PC-4275,Logoff
{7B9320FF12DA49DAAB37AE93},06/17/2026 12:52:58,LRR0148,PC-4275,Logon
{0D8AE2FF8C4A4ACFACDD6D69},06/17/2026 14:36:38,LRR0148,PC-4275,Logoff
{DBA7835017D342B0A5EAF01A},06/17/2026 09:48:00,MOH0273,PC-6699,Logon
{489753A5065240D4B58A216C},06/17/2026 12:04:45,MOH0273,PC-6699,Logoff
{28C37DBD3FB64E81821419A9},06/17/2026 11:32:29,MOH0273,PC-6699,Logon
{70C63682DCCF4A6B8CE0F06D},06/17/2026 17:42:31,MOH0273,PC-6699,Logoff
{E4AD1F98FD1641A19C6122E7},06/17/2026 09:22:35,LAP0338,PC-5758,Logon
{0284FE9423A74DE88C301130},06/17/2026 14:55:24,LAP0338,PC-5758,Logoff
{C3C2FDF98D604F1983F45569},06/17/2026 13:24:49,LAP0338,PC-5758,Logon
{5E5DE42CE91047D6B428C09A},06/17/2026 12:36:33,LAP0338,PC-5758,Logoff
{ED86CA778CA4483087ED273C},06/17/2026 11:33:30,BTR0002,PC-6056,Logon
{EAC2F63E0E0347C1A5965C21},06/17/2026 10:28:46,BTR0002,PC-6056,Logoff
{1327331761D847479E5499EC},06/17/2026 14:04:19,BTR0002,PC-6056,Logon
{A61F7549ABB64A09B7FCA180},06/17/2026 22:07:01,BTR0002,PC-6056,Logoff
{146AA0376F5345F2A8E34F35},06/17/2026 09:28:16,ACM0001,PC-4275,Logon
{3D213A75524F40E9B392F426},06/17/2026 09:28:55,ACM0001,PC-4275,Logoff
{23A3C8C0E09647D5AFDB6687},06/17/2026 12:13:51,ACM0001,PC-4275,Logon
{35D74213574943F1BBF369A3},06/17/2026 15:55:45,ACM0001,PC-4275,Logoff
{244A77ECAD5D4B84BFFADFA8},06/17/2026 10:06:20,ACM0001,PC-4275,Logon
{D5C14A6223BD45348D658E0D},06/17/2026 14:08:24,CNL0003,PC-5758,Logon
{7663980D48B749DF9311E126},06/17/2026 10:41:43,CNL0003,PC-5758,Logoff
{E18832220C2F479A89B0C181},06/17/2026 08:39:41,CNL0003,PC-5758,Logon
{25C3AED84ECE4C688BFECB2B},06/17/2026 15:46:13,CNL0003,PC-5758,Logoff
{B8D27AC664FF42EA90C110C4},06/17/2026 11:23:10,ADM0099,PC-7811,Logon
{21BDD2BCFC2244CD8280B460},06/17/2026 10:57:36,ADM0099,PC-7811,Logoff
{63DDDD10794B45699E7F7788},06/17/2026 10:14:47,ADM0099,PC-7811,Logon
{14EDB3CBA5344256B7B922B7},06/17/2026 09:54:55,ADM0099,PC-7811,Logoff
{A1A22D6B424A4B7ABCC83B33},06/18/2026 09:13:53,NGF0157,PC-6056,Logon
{AAEC1BA28C6B4778B02DA031},06/18/2026 10:05:45,NGF0157,PC-6056,Logoff
{EF0873AB75964FC68762FC39},06/18/2026 15:25:32,NGF0157,PC-6056,Logon
{BD61EFA3DD9C45E78F237252},06/18/2026 09:16:52,NGF0157,PC-6056,Logoff
{D8A9D89DDE6A4EAB986F0A7A},06/18/2026 12:01:33,LRR0148,PC-4275,Logon
{5695E6927BC94658B5DE6062},06/18/2026 14:58:39,LRR0148,PC-4275,Logoff
{C4DD7FB455E54D5CBE9B09F0},06/18/2026 10:21:45,LRR0148,PC-4275,Logon
{D97578CB7C684AE180A89531},06/18/2026 14:03:01,LRR0148,PC-4275,Logoff
{DFCB4D59CD464117B95F7C77},06/18/2026 11:06:01,MOH0273,PC-6699,Logon
{2462AF33B1CE47E5AD211E80},06/18/2026 14:05:30,MOH0273,PC-6699,Logoff
{3A984D9E60C14C16A10C0C3C},06/18/2026 14:50:25,MOH0273,PC-6699,Logon
{ABE1B81FE1AD4188A8F80EA1},06/18/2026 13:05:41,MOH0273,PC-6699,Logoff
{BEE931286A244C74B4A2BBAB},06/18/2026 15:08:49,LAP0338,PC-5758,Logon
{DD9094FC530044A890438ECA},06/18/2026 08:11:12,LAP0338,PC-5758,Logoff
{83ABDBA5A6BF4588BB43F1B5},06/18/2026 11:53:03,LAP0338,PC-5758,Logon
{EAEE27BCB9AD4EC49024FE04},06/18/2026 16:03:58,LAP0338,PC-5758,Logoff
{BC6CAD29523A4BFB897228EF},06/18/2026 16:54:07,BTR0002,PC-6056,Logon
{978754F8280149E3AAC147C8},06/18/2026 09:30:56,BTR0002,PC-6056,Logoff
{ABB03A22A84540959D882DDA},06/18/2026 10:55:43,BTR0002,PC-6056,Logon
{8880B9CFD7D14388BCD533E0},06/18/2026 14:26:03,BTR0002,PC-6056,Logoff
{56F18F84DAAB4D1285317301},06/18/2026 09:35:31,ACM0001,PC-4275,Logon
{386EC08F018544989E973C5E},06/18/2026 17:21:15,ACM0001,PC-4275,Logoff
{77606C8E7F9643EDB91B38D1},06/18/2026 21:05:58,ACM0001,PC-4275,Logon
{33FFEEE5D216413F9466ECEE},06/18/2026 17:09:05,ACM0001,PC-4275,Logoff
{C4A2C4A71C5C4E4A820E043D},06/18/2026 09:50:38,ACM0001,PC-4275,Logon
{885CD1050F974AB181CA39BA},06/18/2026 14:56:32,CNL0003,PC-5758,Logon
{D8F1BD9434BD48B0A6BC07D4},06/18/2026 16:21:23,CNL0003,PC-5758,Logoff
{7AB1F7E8B9C54DAF9E250E2C},06/18/2026 12:54:29,CNL0003,PC-5758,Logon
{DACA11CCEA4A4CD9B55F16A3},06/18/2026 17:45:42,CNL0003,PC-5758,Logoff
{19DBC13B367A43399A58C2B2},06/18/2026 15:15:32,ADM0099,PC-7811,Logon
{96C657DC84B247ECBC32AAF7},06/18/2026 14:44:42,ADM0099,PC-7811,Logoff
{F04D20FC7DAA4CDBAF726D79},06/18/2026 12:24:26,ADM0099,PC-7811,Logon
