id,date,user,pc,url,content
{A4F86D47EBD0448CBB0C4493},06/15/2026 08:35:12,NGF0157,PC-6056,https://www.bing.com/search?q=hello,normal browsing activity
{7F735D1771D04401B808DF91},06/15/2026 16:37:17,NGF0157,PC-6056,https://news.ycombinator.com/,normal browsing activity
{37EAEEFAB5454613BB923013},06/15/2026 11:44:27,NGF0157,PC-6056,https://docs.python.org/3/library/csv.html,normal browsing activity
{E835C04E5B2A40E887A66C50},06/15/2026 11:48:21,NGF0157,PC-6056,https://news.ycombinator.com/,normal browsing activity
{51017B59739F48819305FC91},06/15/2026 10:22:54,NGF0157,PC-6056,https://docs.python.org/3/library/csv.html,normal browsing activity
{99D7269484624AB885B4161C},06/15/2026 09:46:29,NGF0157,PC-6056,https://www.bing.com/search?q=hello,normal browsing activity
{EA30BA3F3C964F25B26946ED},06/15/2026 15:05:35,NGF0157,PC-6056,https://docs.python.org/3/library/csv.html,normal browsing activity
{212EEFD9DD2D4C6B82C4D2F3},06/15/2026 15:36:12,NGF0157,PC-6056,https://news.ycombinator.com/,normal browsing activity
{5B31CB297BE24F06B7A1DE96},06/15/2026 07:49:18,NGF0157,PC-6056,https://news.ycombinator.com/,normal browsing activity
{2404D2E737D849F1B6EE26A0},06/15/2026 10:24:17,NGF0157,PC-6056,https://github.com/company/internal-tool,normal browsing activity
{E0C33A2D24C64894BF60FB26},06/15/2026 15:10:23,NGF0157,PC-6056,https://docs.python.org/3/library/csv.html,normal browsing activity
{5CF363A75277473695332E01},06/15/2026 13:44:59,NGF0157,PC-6056,https://news.ycombinator.com/,normal browsing activity
{E572B07A89BF48B085D43C1A},06/15/2026 10:59:23,LRR0148,PC-4275,https://docs.python.org/3/library/csv.html,normal browsing activity
{C2767932852F4BA8BF3AA9D5},06/15/2026 12:56:36,LRR0148,PC-4275,https://news.ycombinator.com/,normal browsing activity
{0CDFACB178A748EB8DAB57D0},06/15/2026 17:52:04,LRR0148,PC-4275,https://www.bing.com/search?q=hello,normal browsing activity
{FEF4C6BBA1D34774935B504F},06/15/2026 10:42:30,LRR0148,PC-4275,https://www.bing.com/search?q=hello,normal browsing activity
{0ADAC2FFF6E14592B59C840F},06/15/2026 16:13:59,LRR0148,PC-4275,https://www.bing.com/search?q=hello,normal browsing activity
{AA3FF59B10654273991DAB90},06/15/2026 11:45:19,LRR0148,PC-4275,https://github.com/company/internal-tool,normal browsing activity
{B83078C837B6430D9C7D7D6B},06/15/2026 15:28:57,LRR0148,PC-4275,https://www.bing.com/search?q=hello,normal browsing activity
{2E89EEF5252A4F2B9954F272},06/15/2026 12:14:04,LRR0148,PC-4275,https://docs.python.org/3/library/csv.html,normal browsing activity
{AB38EEF68DB74BBB974D408A},06/15/2026 17:14:37,LRR0148,PC-4275,https://stackoverflow.com/questions/12345,normal browsing activity
{A1F965D863264E1288DA0EA8},06/15/2026 22:40:03,LRR0148,PC-4275,https://stackoverflow.com/questions/12345,normal browsing activity
{FB0B20E7E5444BECBAD1A832},06/15/2026 09:55:21,LRR0148,PC-4275,https://news.ycombinator.com/,normal browsing activity
